CountryName,CountryCode,Indicator Name,Indicator Code,GDP1990,GDP1995,GDP2000,GDP2005,GDP2011,GDP2017,A1990,A1995,A2000,A2005,A2011,A2017
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.183222986,3.116035986,4.195642498,2.050876108,1.551189312,2.910902513,16.469403,15.56169523,14.92868009,14.57801781,14.98813864,12.03440807
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.932419827,4.155491334,3.204979222,2.625457626,0.981469497,2.323258407,8.995380402,8.793261258,8.668866155,8.35949071,8.853510781,6.956519803
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.635036347,3.468451883,6.199999988,3.479181046,3.421828241,8.223499483,87.59845477,90.68716449,88.9430217,93.21824756,100.7660607,99.73437372
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,0,10,-5.747126437,,,,,,
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.153114606,4.722050291,2.905068362,3.32040851,2.358784916,3.163097542,7.143831418,7.204397399,7.162288498,7.037087279,7.420696435,5.956001129
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.085102509,2.706587722,3.993169341,2.83577681,1.85414959,2.57055685,17.34899073,16.95833785,17.02915758,17.04547753,17.27385692,14.53098291
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.13042574,4.996819663,6.551066393,2.490221492,2.658868673,0.346322041,40.18764563,39.60269064,39.85528916,39.65527175,39.10379482,41.11523827
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,5.80651313,7.529352479,1.05889099,29.32746409,29.46675995,29.67261655,29.6189463,32.46158413,34.75442835
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.458586815,4.962609149,4.260088011,6.518778074,2.748405917,5.554277437,60.33465901,61.43286665,61.10602749,63.37843689,68.54493561,58.28241877
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.098993006,1.751678757,2.715374155,7.191279402,11.31373175,5.599006763,13.12754571,13.20617049,14.38301431,14.11531568,14.29603899,11.40005433
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.982563536,7.411395047,2.694371398,6.285060325,6.327192402,2.518835442,28.52093796,29.50529745,30.27366253,32.29922942,31.57116569,24.78672805
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.036966294,4.678692219,4.411222159,4.942505119,3.858232828,6.930988326,22.116036,21.97021787,22.20389703,22.81857109,22.75483447,18.06979891
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,3.959868893,6.683682862,-1.916360453,,,,,,
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.01216922,-3.312448778,-2.494841993,6.344795923,1.107543597,3.534610884,15.12629938,14.63744926,14.75156315,14.52423915,15.51903383,12.29441826
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.102865538,4.561025468,3.506847453,4.757638004,4.83065457,30.19942899,27.89182803,25.82218582,26.15121823,26.37250707,20.87782222
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.83701516,3.234614115,2.930982391,6.672095893,4.591443734,1.388666702,49.08259455,48.11181502,47.56304651,44.37522878,42.38233994,48.63557258
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.840540726,4.548988106,3.271964529,-1.986938733,-0.358510628,-2.885954759,8.23819126,8.233421567,10.4360024,10.39992619,10.57940611,8.349033339
"Korea, Dem. People? Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,38.45306514,38.35749164,38.16205775,39.09471427,38.89336879,32.00745162
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.950522763,4.28278046,3.816178063,0.781848216,-1.696164781,3.506344739,10.14053093,10.08459412,10.12369262,10.44970823,10.35501263,8.160752248
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.12328288,6.822810304,-2.314140568,2.133490665,4.249111045,4.953771979,14.02361707,14.28826778,14.21308628,15.13047022,14.59811855,11.90908085
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.118512026,-8.556183567,11.29065118,9.600808489,1.419367563,34.22575105,34.16200122,33.85375163,31.97449427,32.87331274,33.22563038
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.919795794,4.364568891,-1.13213607,2.209268649,3.608352214,4.147688643,13.4350977,13.27941684,13.54323677,13.53666173,14.03611306,11.2676414
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.837218723,2.682516749,3.926609001,2.753972157,1.602608324,2.431958165,15.5543481,14.87634015,14.4856149,14.38999827,14.41370643,11.5930863
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.200000128,0.499993912,4.000000343,,,,,,,,,
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,7.492758506,13.37517641,-1.49760469,91.63638866,89.9934996,83.53532806,85.32646863,81.2730055,91.18732793
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.233511484,2.461263459,4.668148051,1.906067707,7.319448529,20.31926367,18.57241501,17.69674039,17.15777611,17.63675464,14.61134019
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.999995642,-4.143528406,10.00006682,6.399965448,4.300029186,1.825790064,21.22334661,19.87333348,19.0540371,18.99521728,19.19151083,16.16022381
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.399291097,35.22407831,8.37091824,9.377899425,7.958406046,3.976289694,45.52701299,44.05491614,43.48168912,42.69118425,42.68095937,43.21021716
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.429049538,6.989914547,4.062669793,7.602138261,5.137576602,6.829018711,76.61941001,77.85356598,78.90750233,84.33091129,90.56946604,82.86952124
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,15.19342589,0.212091345,5.625416146,5.573850122,9.996846552,-0.741502652,70.57306857,72.58494094,79.075526,76.42244447,82.41903191,87.94544668
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.470053776,5.99709232,6.345867769,7.489738142,-1.967695859,0.767861504,51.14362625,52.38815795,49.42807693,50.17542884,51.15242727,55.37083444
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.675638151,5.363472887,3.198988036,5.622606856,1.458388671,7.407486186,41.01650284,41.70807834,41.35304585,35.54506007,35.93539952,40.6958259
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.821049131,7.20090749,9.039146751,7.359033677,6.337870814,4.336604919,18.72424305,18.75501505,19.32318502,20.80131394,19.34942078,19.0782565
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.20304338,10.09265387,-14.27513698,5.540448674,7.2720469,5.343587695,13.76173553,13.09875403,13.86695434,14.17872347,14.37537331,11.87912184
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.349997984,-7.999753286,6.652727885,4.505095672,6.315045036,4.211182649,20.73264763,20.13938382,20.50687033,19.31250968,18.74315581,21.62594668
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.831560385,4.734959574,1.12605705,2.707467768,3.815356138,2.249942252,31.12621396,31.81959015,31.8525956,31.97286682,33.62826513,24.47229229
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,2.179379715,2.42510699,-8.314773571,0.602381214,,,,,,
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.484075684,,,,,,31.73598464,29.90111252,31.38598928,29.7218033,31.23015581,32.03458423
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,6.13181309,5.530347121,2.036276689,2.101163847,31.41516437,29.79295442,29.22397031,29.68541749,31.03402776,24.72635819
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.371098288,3.408936863,3.425914966,6.230805071,4.484024803,2.368830827,44.08078992,43.16936353,42.83863295,39.87027443,38.39538434,44.65183058
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,-4.640316736,,46.23936209,45.37858315,44.10158865,44.39170427,45.10147241,45.57750557
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.402957021,3.411573897,3.462302956,6.197680193,4.483468245,2.380923194,44.01891851,43.11386041,42.7870978,39.82891771,38.36121415,44.61323689
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,4.432456491,5.26668984,6.411525294,1.034673695,26.66444771,26.81478282,27.07830613,27.19275741,29.60182689,30.47224539
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,7.093773747,4.398201685,3.848982387,30.44904446,30.31451602,30.31190099,29.33439458,27.86024402,28.53958436
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.5,0,2.09999866,4.500000692,5.849367784,1.76230389,29.99310016,30.04112474,29.02589301,29.97570504,31.03872183,24.78001054
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.84349599,1.166528247,6.623463215,2.847218178,3.043279556,24.95343635,22.8106087,21.7239994,21.94341977,21.76719851,17.56291134
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.107158356,3.67237155,3.797972642,0.861327733,4.79354876,22.27114799,20.88141418,19.13404698,19.42284115,19.5141379,16.02397998
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.754674769,3.935192926,4.766348871,2.85880324,3.195333235,2.567924525,7.947532306,7.575328372,7.57800898,7.165820215,7.391221331,6.18466509
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,21.01800054,4.82565155,1.76017376,5.99877655,2.247229761,2.026570236,18.83218111,18.406869,18.66855131,18.3048844,17.97331213,17.16878731
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,4.600002996,-5.8,,,,,,
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.99554469,-0.825642363,1.514338815,9.005761428,7.887279597,4.375995958,21.79736001,21.76837461,21.64752028,21.77301003,21.61035805,20.17864936
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.640772323,5.750015288,2.742857397,6.2,,,46.71794575,44.62346833,41.55630603,39.94175144,41.12495285,43.75725947
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,-2.490222604,,,,,,
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.178472373,1.236549317,-0.879681025,17.33253374,0.082869798,-2.988695986,65.7209816,68.90049893,65.97160056,58.20089197,55.19515958,66.0292055
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.408285337,9.721698525,7.497823455,9.702031421,8.466562768,6.636234294,48.54203172,49.01787294,50.18372554,54.093541,56.6065491,42.67140529
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.426871352,-0.25732771,7.437440531,6.664450306,5.796417419,4.235912241,27.41030273,26.21044949,25.73861121,25.69166992,26.34386691,24.09235196
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.243656136,7.845832321,-0.78347961,-4.666299379,6.398199052,4.357413915,38.11479034,37.70164937,37.68585568,31.39154567,30.85480627,35.73133561
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.16716344,8.120315346,4.455247043,4.187638429,0.840132083,4.066250349,30.8316219,30.9397171,30.96035104,31.80703309,31.60962923,26.25672656
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.599999631,-12.41632223,8.324324495,6.644293718,7.400640543,7.617492691,50.98790028,51.6068304,51.18266252,49.33935285,54.319961,46.15218537
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,35.38455811,-7.200040934,5.469064133,13.03403487,14.69999993,6.500000047,25.30134467,25.37096997,25.47155531,23.85405702,25.49609942,21.76772098
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.483828068,1.442384027,3.774917711,4.349559191,4.503459348,1.874502102,19.59518552,19.9733156,20.80668336,21.08172108,21.51253329,16.69617991
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,3.018182523,5.805105362,-4.103609745,23.05657919,23.25599346,23.50129746,23.25316131,23.75671867,19.25720917
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.90622659,2.52736922,4.552505351,4.498893533,-1.016674039,2.919831141,49.40043117,48.48706585,49.09657492,48.61148094,48.44597241,54.10477709
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.044091435,7.378535826,0.875990063,0.081033894,6.818276144,3.322432544,13.16782279,13.30625011,12.79857127,13.17913931,13.5170884,10.78547886
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.429049538,6.989914547,4.062669793,7.602138261,5.137576602,6.829018711,76.61941001,77.85356598,78.90750233,84.33091129,90.56946604,82.86952124
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.402957021,3.411573897,3.462302956,6.197680193,4.483468245,2.380923194,44.01891851,43.11386041,42.7870978,39.82891771,38.36121415,44.61323689
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.509167842,3.809913144,6.901359591,6.20893788,-0.294354409,-2.312115621,28.87598896,29.46078287,28.794061,29.5259354,29.85162487,24.10856843
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.949819436,2.351669888,4.709859945,3.486535815,-1.91717768,1.916928327,35.94963268,35.94088146,35.60252683,33.55744756,33.86835212,37.65599375
Turkey,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.266146671,7.878266876,6.933239708,8.992304944,11.20011058,7.501997494,42.5988219,41.97206044,42.69252478,41.20201574,40.54510881,44.31152568
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-5.004437317,-0.970599814,-3.779729962,7.515954206,4.094017717,,,,,,
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.045071644,3.569911868,4.520784635,7.476319258,7.672155435,6.785680114,29.86164572,28.80842485,28.97369746,29.57383579,28.72876866,29.07664051
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.474140151,11.52324381,3.141907338,6.332565116,9.391655493,3.809129029,47.87483958,48.34343848,46.02890682,45.94616803,47.06116817,50.49432132
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.345235128,-12.20000002,5.899999999,2.997300112,5.465501846,2.466035625,28.30954725,25.88673175,24.15791294,23.92220402,23.97110359,20.30977582
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.893200544,3.411512766,6.002073548,7.100616021,6.311011593,4.81515717,41.47673724,41.80844718,42.90958894,45.6476697,47.58823969,37.04923666
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.297348378,-1.447598964,-1.929930632,7.460132132,5.162133022,2.591338692,10.8707002,10.74385689,11.3670823,10.91842449,11.4687322,9.27488332
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.885960324,2.684287134,4.127484011,3.513213796,1.550835504,2.369800784,9.70166727,9.566392202,9.525138004,9.609824465,9.740640607,7.409441662
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.600000006,-0.900000006,3.834999999,6.950007197,7.784905864,4.46152609,35.90257662,34.7875857,31.93634522,31.53029376,33.99383696,28.4559012
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.149912624,7.767413795,1.639178881,2.488004855,-0.419296168,1.000357879,27.16453879,27.16265924,26.95793233,27.06413496,27.58281022,22.20051632
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.467940853,3.951662724,3.686944167,10.3179138,4.176425359,,21.45715928,21.2709634,21.61028202,22.36925987,22.03310792,17.00855357
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,3.632264529,-8.158453195,-1.696542894,10.29925266,10.29546773,12.85075614,12.76008076,12.99373844,10.26531228
Vietnam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.10091814,9.540480175,6.787316408,7.547247727,6.240302749,6.81224566,35.92847732,36.01680964,36.23884543,37.74959295,38.4869748,29.62672834
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.6956998,1.003945041,5.924809057,5.305326473,1.223225535,4.417588635,13.67055036,13.52147409,14.06654609,14.18976992,14.38296402,11.65277703
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.909494425,3.036588542,4.38807708,3.916114929,3.137774129,3.298627971,44.26134436,44.88205189,45.93538449,48.36378338,50.77101856,45.52952755
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.421450949,6.67364307,6.918794454,4.156489543,4.173393458,1.044879689,14.31125006,14.29698836,14.32047044,14.20545807,14.69309609,11.54802701
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,6.033231085,4.375284575,4.225629511,,,,,,
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.669371322,6.181915593,5.591748076,-12.71482302,-5.072010019,48.86372652,50.02771602,50.8679329,45.14480779,50.83529078,50.45600689
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.317785676,3.099995418,4.200003476,5.277056312,3.284168142,1.414512626,26.12020279,26.28537348,26.67379878,26.32287788,26.55787322,25.10220499
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.481072028,2.897668893,3.897322943,7.235599007,5.564602337,3.504336096,32.76484509,30.90846554,30.89820415,28.94705522,28.98711674,27.43803476
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.988552933,0.158025651,-3.059189762,-5.71108368,14.19391296,4.704035391,23.31990791,22.72626927,23.12637318,23.3147417,23.07421266,22.25167109
